"id","start.day","start","end","accessed","completed","day","day.week","makeup","mps.SOP1","mps.SOP2","mps.SOP3","mps.SOP4","mps.SOP5","mps.SOP.mean","mps.SPP1","mps.SPP2","mps.SPP3","mps.SPP4","mps.SPP5","mps.SPP.mean","mps.OOP1","mps.OOP2","mps.OOP3","mps.OOP4","mps.OOP5","mps.OOP.mean","pc1","pc2","pc3","pc.mean","psp1","psp2","psp3","psp.mean","drink","social1","social2","social3","social.mean","enhancement1","enhancement2","enhancement3","enhancement.mean","coping1","coping2","coping3","coping.mean","conformity1","conformity2","conformity3","conformity.mean","apc1","apc2","apc3","apc4","apc5","apc6","apc7","apc8","apc9","apc10","apc11","apc12","apc.mean","ssa1","ssa2","ssa3","ssa4","ssa5","ssa6","ssa7","ssa.mean","swl1","swl2","swl3","swl4","swl5","swl.mean","guilt1","fear1","host1","posi1","guilt2","fear2","host2","posi2","guilt3","fear3","host3","posi3","dep1","dep2","dep3","posi4","posi5","guilt.mean","fear.mean","host.mean","posi.mean","dep.mean","tipm.EX1","tipm.AG1","tipm.CONS1","tipm.ES1","tipm.OE1","tipm.EX2","tipm.AG2","tipm.CONS2","tipm.ES2","tipm.OE2","tipm.EX.mean","tipm.AG.mean","tipm.CONS.mean","tipm.ES.mean","tipm.OE.mean","bes1","bes2","bes3","bes4","bes5","bes6","bes7","bes.mean","lq1","lq2","lq3","lq4","lq5","lq6","lq7","lq8","spss1","spss2","spss3","spss4","spss5","spss6","spss.mean","spss1.r","spss4.r","spss5.r","tipm.EX2.r","tipm.AG2.r","tipm.CONS2.r","tipm.ES2.r","tipm.OE2.r","drinking_days","day_nu","quantity","drinking_days_nu","frequency","accessed.base","completed.base","consent","sex","sex.other","heard.study.flyers","heard.study.sub","heard.study.email","heard.study.word","heard.study.kijiji","heard.study.fb","heard.study.twit","heard.study.insta","heard.study.othersm","heard.study.other","heard.study.other2","province.residence","rstpq.BD1","rstpq.OT1","rstpq.RR1","rstpq.RR2","rstpq.GDP1","rstpq.DF1","rstpq.BD2","rstpq.BD3","rstpq.RR3","rstpq.FZ1","rstpq.BD4","rstpq.RI1","rstpq.GDP2","rstpq.DF2","rstpq.RI2","rstpq.P1","rstpq.RI3","rstpq.RI4","rstpq.RR4","rstpq.DF3","rstpq.W1","rstpq.P2","rstpq.MPI1","rstpq.FL1","rstpq.GDP3","rstpq.P3","rstpq.DF4","rstpq.BD5","rstpq.I1","rstpq.RR5","rstpq.RR6","rstpq.RR7","rstpq.RI5","rstpq.DF5","rstpq.I2","rstpq.I3","rstpq.OT2","rstpq.RR8","rstpq.GDP4","rstpq.RI6","rstpq.OT3","rstpq.W2","rstpq.DF6","rstpq.RI7","rstpq.RR9","rstpq.P4","rstpq.RR10","rstpq.I4","rstpq.FIL1","rstpq.DF7","rstpq.DF8","rstpq.FZ2","rstpq.I5","rstpq.GDP5","rstpq.W3","rstpq.W4","rstpq.I6","rstpq.P5","rstpq.FIL2","rstpq.FL2","rstpq.FL3","rstpq.W5","rstpq.FIL3","rstpq.FZ3","rstpq.MPI2","rstpq.OT4","rstpq.FIL4","rstpq.I7","rstpq.PA1","rstpq.I8","rstpq.GDP6","rstpq.FIL5","rstpq.P6","rstpq.MPI3","rstpq.OT5","rstpq.OT6","rstpq.PA2","rstpq.FZ4","rstpq.BD6","rstpq.OT7","rstpq.FZ5","rstpq.MPI4","rstpq.MPI5","rstpq.GDP7","rstpq.BIS.mean","rstpq.BAS.mean","rstpq.DF.mean","rstpq.FFF.mean","rstpq.P.mean","btps.SOP1","btps.SOP2","btps.SOP3","btps.SOP4","btps.SOP5","btps.SWC1","btps.SWC2","btps.SWC3","btps.SWC4","btps.SWC5","rigid.mean","btps.COM1","btps.COM2","btps.COM3","btps.COM4","btps.COM5","btps.DAA1","btps.DAA2","btps.DAA3","btps.DAA4","btps.SC1","btps.SC2","btps.SC3","btps.SC4","btps.SPP1","btps.SPP2","btps.SPP3","btps.SPP4","self.critical.mean","btps.OOP1","btps.OOP2","btps.OOP3","btps.OOP4","btps.OOP5","btps.HC1","btps.HC2","btps.HC3","btps.HC4","btps.ENT1","btps.ENT2","btps.ENT3","btps.ENT4","btps.GRAN1","btps.GRAN2","btps.GRAN3","btps.GRAN4","narcissistic.mean","alc1","alc2","alc3","alc4","alc5","alc6","alc.mean","rapi1","rapi2","rapi3","rapi4","rapi5","rapi6","rapi7","rapi8","rapi9","rapi10","rapi11","rapi12","rapi13","rapi14","rapi15","rapi16","rapi17","rapi18","rapi19","rapi20","rapi21","rapi22","rapi23","rapi.mean","rdmq.SOC1","rdmq.CA1","rdmq.EN1","rdmq.SOC2","rdmq.CD1","rdmq.EN2","rdmq.SOC3","rdmq.CA2","rdmq.EN3","rdmq.SOC4","rdmq.CA3","rdmq.EN4","rdmq.SOC5","rdmq.CD2","rdmq.CON1","rdmq.CD3","rdmq.CD4","rdmq.CON2","rdmq.CA4","rdmq.CD5","rdmq.CD6","rdmq.CD7","rdmq.CD8","rdmq.CON3","rdmq.CON4","rdmq.EN5","rdmq.CD9","rdmq.CON5","rdmq.SOC.mean","rdmq.CA.mean","rdmq.CD.mean","rdmq.EN.mean","rdmq.CON.mean","panas1","panas2","panas3","panas4","panas5","panas6","panas7","panas8","panas9","panas10","negativeaffect.mean","panas11","panas12","panas13","panas14","panas15","panas16","panas17","panas18","panas19","panas20","positiveaffect.mean","rstpq.MPI.total","rstpq.W.total","rstpq.OT.total","rstpq.BD.total","rstpq.RI.total","rstpq.GDP.total","rstpq.RR.total","rstpq.I.total","rstpq.DF.total","rstpq.FL.total","rstpq.PA.total","rstpq.FZ.total","rstpq.P.total"
85,1,2016-11-07 04:00:00,2016-11-08 04:00:00,2016-11-07 21:29:21,2016-11-07 21:32:07,17,6,0,1,5,1,1,5,2.6,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,3,4,1,1,1,3.8,1,2,1,5,1,5,5,5,1,5,1,2.5,2,6,2,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,4,1,1,4,4,4,4,4,3,3,7,3,7,NA,20,4.66666666666667,9,0.45,2016-10-22 18:18:59,2016-10-22 18:31:48,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,1,4,3,3,3,2,3,4,4,3,4,4,3,3,1,3,2,3,4,3,2,2,1,4,1,4,1,3,1,4,3,4,4,1,1,3,4,3,3,1,1,3,3,3,1,3,2,1,2,4,1,2,4,2,2,3,1,4,1,1,1,4,1,4,3,3,3,3,3,3,3,1,2,1,1,4,2,2,2,1,2,2,4,2,3.03125,3.375,1.9,1.16666666666667,4,4,2,2,2,4,2,2,4,2,2.8,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1.88235294117647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,2,2,3,3,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0869565217391304,5,5,5,3,2,3,3,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3.4,2,1.11111111111111,3.8,1,1,1,2,2,2,2,2,2,1,1,1.6,5,5,5,5,5,5,5,5,5,5,5,12,9,12,13,22,25,32,18,27,3,7,9,7
85,2,2016-11-08 04:00:00,2016-11-09 04:00:00,2016-11-09 07:28:03,2016-11-09 07:51:03,18,6,1,1,5,1,1,5,2.6,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0.666666666666667,1,1,1,1,5,1,1,1,1,1,1,3,1.66666666666667,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2.2,1,1,1,6,1,6,6,6,1,6,1,1.5,1.5,6.5,1.5,6.5,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,0,1,4,4,1,1,4,4,4,4,4,2,2,7,2,7,5,20,4.66666666666667,9,0.45,2016-10-22 18:18:59,2016-10-22 18:31:48,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,1,4,3,3,3,2,3,4,4,3,4,4,3,3,1,3,2,3,4,3,2,2,1,4,1,4,1,3,1,4,3,4,4,1,1,3,4,3,3,1,1,3,3,3,1,3,2,1,2,4,1,2,4,2,2,3,1,4,1,1,1,4,1,4,3,3,3,3,3,3,3,1,2,1,1,4,2,2,2,1,2,2,4,2,3.03125,3.375,1.9,1.16666666666667,4,4,2,2,2,4,2,2,4,2,2.8,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1.88235294117647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,2,2,3,3,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0869565217391304,5,5,5,3,2,3,3,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3.4,2,1.11111111111111,3.8,1,1,1,2,2,2,2,2,2,1,1,1.6,5,5,5,5,5,5,5,5,5,5,5,12,9,12,13,22,25,32,18,27,3,7,9,7
85,3,2016-11-09 04:00:00,2016-11-10 04:00:00,2016-11-09 15:59:11,2016-11-09 16:01:23,19,6,0,1,5,1,1,5,2.6,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0.666666666666667,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,5,1,1,1,3,1,1,1,4,1,1,1,3,4,1,1,1,3.8,1,3,1,7,1,6,7,7,1,7,2,2,1,7,1,6,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,0,1,4,4,1,1,4,4,4,4,4,1,1,7,1,6,NA,20,4.66666666666667,9,0.45,2016-10-22 18:18:59,2016-10-22 18:31:48,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,1,4,3,3,3,2,3,4,4,3,4,4,3,3,1,3,2,3,4,3,2,2,1,4,1,4,1,3,1,4,3,4,4,1,1,3,4,3,3,1,1,3,3,3,1,3,2,1,2,4,1,2,4,2,2,3,1,4,1,1,1,4,1,4,3,3,3,3,3,3,3,1,2,1,1,4,2,2,2,1,2,2,4,2,3.03125,3.375,1.9,1.16666666666667,4,4,2,2,2,4,2,2,4,2,2.8,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1.88235294117647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,2,2,3,3,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0869565217391304,5,5,5,3,2,3,3,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3.4,2,1.11111111111111,3.8,1,1,1,2,2,2,2,2,2,1,1,1.6,5,5,5,5,5,5,5,5,5,5,5,12,9,12,13,22,25,32,18,27,3,7,9,7
85,4,2016-11-10 04:00:00,2016-11-11 04:00:00,2016-11-10 18:30:33,2016-11-10 18:33:38,20,6,0,1,5,1,1,5,2.6,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0.666666666666667,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.2,1,1,1,5,1,5,5,5,1,5,1,2,2,6,2,6,6,1,1,1,1,6,1,2.42857142857143,0,0,0,0,1,4,0,0,1,4,4,1,1,4,4,4,4,4,3,3,7,3,7,NA,20,4.66666666666667,9,0.45,2016-10-22 18:18:59,2016-10-22 18:31:48,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,1,4,3,3,3,2,3,4,4,3,4,4,3,3,1,3,2,3,4,3,2,2,1,4,1,4,1,3,1,4,3,4,4,1,1,3,4,3,3,1,1,3,3,3,1,3,2,1,2,4,1,2,4,2,2,3,1,4,1,1,1,4,1,4,3,3,3,3,3,3,3,1,2,1,1,4,2,2,2,1,2,2,4,2,3.03125,3.375,1.9,1.16666666666667,4,4,2,2,2,4,2,2,4,2,2.8,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1.88235294117647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,2,2,3,3,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0869565217391304,5,5,5,3,2,3,3,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3.4,2,1.11111111111111,3.8,1,1,1,2,2,2,2,2,2,1,1,1.6,5,5,5,5,5,5,5,5,5,5,5,12,9,12,13,22,25,32,18,27,3,7,9,7
85,5,2016-11-11 04:00:00,2016-11-12 04:00:00,2016-11-11 16:41:34,2016-11-11 16:44:00,21,6,0,1,5,1,1,5,2.6,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,4,1,1,1,3.2,1,1,1,6,1,5,6,6,1,6,1,1.5,1.5,6.5,1.5,6,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,0,1,4,4,1,1,4,4,4,4,4,2,2,7,2,7,3,20,4.66666666666667,9,0.45,2016-10-22 18:18:59,2016-10-22 18:31:48,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,1,4,3,3,3,2,3,4,4,3,4,4,3,3,1,3,2,3,4,3,2,2,1,4,1,4,1,3,1,4,3,4,4,1,1,3,4,3,3,1,1,3,3,3,1,3,2,1,2,4,1,2,4,2,2,3,1,4,1,1,1,4,1,4,3,3,3,3,3,3,3,1,2,1,1,4,2,2,2,1,2,2,4,2,3.03125,3.375,1.9,1.16666666666667,4,4,2,2,2,4,2,2,4,2,2.8,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1.88235294117647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,2,2,3,3,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0869565217391304,5,5,5,3,2,3,3,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3.4,2,1.11111111111111,3.8,1,1,1,2,2,2,2,2,2,1,1,1.6,5,5,5,5,5,5,5,5,5,5,5,12,9,12,13,22,25,32,18,27,3,7,9,7
86,7,2016-10-23 04:00:00,2016-10-24 04:00:00,2016-10-23 19:17:49,2016-10-23 19:31:25,2,6,0,6,7,6,5,5,5.8,4,5,5,4,5,4.6,2,4,5,5,6,4.4,0,2,0,0.666666666666667,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,0,2,1.71428571428571,4,4,4,6,6,4.8,3,1,1,2,2,1,1,2,3,1,1,1,2,2,2,2,2,2.66666666666667,1,1,1.8,2,2,2,7,5,7,7,5,1,3,5,1.5,2.5,7,5,5,1,1,1,1,1,2,1,1.14285714285714,0,0,0,0,1,1,0,0,1,4,3,2,3,3,3.16666666666667,4,3,2,1,3,7,5,3,NA,4,8,1,0.25,2016-10-22 16:03:03,2016-10-22 16:34:45,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,2,4,3,4,1,2,4,1,1,2,3,4,1,3,3,2,3,3,3,4,3,4,1,2,1,1,2,3,3,4,4,4,4,3,3,3,3,3,2,3,2,3,4,4,2,4,4,3,4,4,1,2,4,3,4,4,1,4,4,3,2,3,1,2,2,3,4,1,4,4,4,2,4,2,4,1,2,2,2,2,3,2,4,2.69565217391304,3.3125,2.625,1.7,2,5,5,4,5,5,4,3,3,4,4,4.2,4,5,5,5,4,2,2,4,4,4,3,4,2,2,2,2,4,3.41176470588235,2,2,2,1,2,2,2,4,2,1,1,2,2,1,1,2,4,1.94117647058824,12,1,3,4,0,3,2.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.304347826086957,1,1,5,5,4,4,5,5,5,2,1,5,5,3,2,1,2,1,5,4,3,4,2,1,2,4,1,2,3.6,3,2.66666666666667,4.6,1.6,1,1,2,1,2,1,2,2,2,1,1.5,4,4,4,4,3,3,3,4,3,3,3.5,15,15,18,14,21,25,33,27,21,8,2,7,12
86,2,2016-10-25 04:00:00,2016-10-26 04:00:00,2016-10-26 01:08:28,2016-10-26 01:16:09,4,6,1,7,7,6,7,7,6.8,4,4,5,5,5,4.6,4,4,5,5,5,4.6,3,3,3,3,4,5,4,4.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0.571428571428571,6,6,6,6,4,5.6,2,2,1,2,1,1,1,4,2,1,1,2,1,1,1,3,5,1.66666666666667,1.33333333333333,1,3.2,1,5,5,7,3,6,7,4,1,5,4,3,4.5,7,3,5,2,2,1,1,1,1,1,1.28571428571429,0,0,0,0,1,1,0,0,1,NA,4,4,2,4,3.2,4,1,3,1,4,7,3,4,NA,4,8,1,0.25,2016-10-22 16:03:03,2016-10-22 16:34:45,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,2,4,3,4,1,2,4,1,1,2,3,4,1,3,3,2,3,3,3,4,3,4,1,2,1,1,2,3,3,4,4,4,4,3,3,3,3,3,2,3,2,3,4,4,2,4,4,3,4,4,1,2,4,3,4,4,1,4,4,3,2,3,1,2,2,3,4,1,4,4,4,2,4,2,4,1,2,2,2,2,3,2,4,2.69565217391304,3.3125,2.625,1.7,2,5,5,4,5,5,4,3,3,4,4,4.2,4,5,5,5,4,2,2,4,4,4,3,4,2,2,2,2,4,3.41176470588235,2,2,2,1,2,2,2,4,2,1,1,2,2,1,1,2,4,1.94117647058824,12,1,3,4,0,3,2.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.304347826086957,1,1,5,5,4,4,5,5,5,2,1,5,5,3,2,1,2,1,5,4,3,4,2,1,2,4,1,2,3.6,3,2.66666666666667,4.6,1.6,1,1,2,1,2,1,2,2,2,1,1.5,4,4,4,4,3,3,3,4,3,3,3.5,15,15,18,14,21,25,33,27,21,8,2,7,12
86,3,2016-10-26 04:00:00,2016-10-27 04:00:00,2016-10-27 10:42:35,2016-10-27 10:50:34,5,6,1,6,6,6,6,6,6,5,5,6,5,5,5.2,6,5,4,4,6,5,2,2,2,2,4,5,5,4.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1.28571428571429,6,6,5,6,5,5.6,2,1,1,3,1,1,1,2,2,1,1,3,1,1,1,1,2,1.66666666666667,1,1,2.2,1,5,3,7,3,5,6,4,1,5,5,3.5,3.5,7,3,4,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,1,2,2,4,2,2,3,3,3,3,3,2,4,7,3,3,NA,4,8,1,0.25,2016-10-22 16:03:03,2016-10-22 16:34:45,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,2,4,3,4,1,2,4,1,1,2,3,4,1,3,3,2,3,3,3,4,3,4,1,2,1,1,2,3,3,4,4,4,4,3,3,3,3,3,2,3,2,3,4,4,2,4,4,3,4,4,1,2,4,3,4,4,1,4,4,3,2,3,1,2,2,3,4,1,4,4,4,2,4,2,4,1,2,2,2,2,3,2,4,2.69565217391304,3.3125,2.625,1.7,2,5,5,4,5,5,4,3,3,4,4,4.2,4,5,5,5,4,2,2,4,4,4,3,4,2,2,2,2,4,3.41176470588235,2,2,2,1,2,2,2,4,2,1,1,2,2,1,1,2,4,1.94117647058824,12,1,3,4,0,3,2.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.304347826086957,1,1,5,5,4,4,5,5,5,2,1,5,5,3,2,1,2,1,5,4,3,4,2,1,2,4,1,2,3.6,3,2.66666666666667,4.6,1.6,1,1,2,1,2,1,2,2,2,1,1.5,4,4,4,4,3,3,3,4,3,3,3.5,15,15,18,14,21,25,33,27,21,8,2,7,12
86,5,2016-10-28 04:00:00,2016-10-29 04:00:00,2016-10-29 15:11:21,2016-10-29 15:20:06,7,6,1,6,6,6,5,4,5.4,4,4,4,4,3,3.8,3,3,3,3,5,3.4,1,2,1,1.33333333333333,4,5,5,4.66666666666667,8,4,4,4,4,4,3,4,3.66666666666667,4,3,1,2.66666666666667,1,1,2,1.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0.0833333333333333,2,1,2,2,1,1,1,1.42857142857143,5,5,6,6,4,5.2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,3,2,1.33333333333333,1,1,2,1,6,1,5,2,6,3,5,5,3,5,5.5,2,4,3.5,4.5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,4,4,2,2,4,3.66666666666667,4,3,3,5,3,3,5,3,8,4,8,1,0.25,2016-10-22 16:03:03,2016-10-22 16:34:45,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",1,"",1,0,0,0,0,0,0,0,0,0,"",0,2,2,4,3,4,1,2,4,1,1,2,3,4,1,3,3,2,3,3,3,4,3,4,1,2,1,1,2,3,3,4,4,4,4,3,3,3,3,3,2,3,2,3,4,4,2,4,4,3,4,4,1,2,4,3,4,4,1,4,4,3,2,3,1,2,2,3,4,1,4,4,4,2,4,2,4,1,2,2,2,2,3,2,4,2.69565217391304,3.3125,2.625,1.7,2,5,5,4,5,5,4,3,3,4,4,4.2,4,5,5,5,4,2,2,4,4,4,3,4,2,2,2,2,4,3.41176470588235,2,2,2,1,2,2,2,4,2,1,1,2,2,1,1,2,4,1.94117647058824,12,1,3,4,0,3,2.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.304347826086957,1,1,5,5,4,4,5,5,5,2,1,5,5,3,2,1,2,1,5,4,3,4,2,1,2,4,1,2,3.6,3,2.66666666666667,4.6,1.6,1,1,2,1,2,1,2,2,2,1,1.5,4,4,4,4,3,3,3,4,3,3,3.5,15,15,18,14,21,25,33,27,21,8,2,7,12
87,1,2016-10-24 04:00:00,2016-10-25 04:00:00,2016-10-24 20:21:04,2016-10-24 20:30:42,2,7,0,7,7,7,7,7,7,7,7,6,6,6,6.4,7,6,6,7,7,6.6,4,4,4,4,7,5,7,6.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,6,6,6,6,4,5.6,3,3,2,5,1,1,1,5,1,1,1,4,3,2,2,4,4,1.66666666666667,1.66666666666667,1.33333333333333,4.4,2.33333333333333,5,3,6,5,5,3,5,3,4,2,5,3,5.5,4.5,5.5,5,5,5,5,5,5,5,5,0,0,0,0,2,1,0,0,2,4,4,2,2,4,3.5,3,3,3,5,3,5,4,6,NA,1,NA,0,0,2016-10-23 14:06:43,2016-10-23 14:28:29,"I have read the above consent form, and I consent to take part in this study. By consenting to participate, I agree to share my data in the ways descr",0,"",0,0,0,1,0,0,0,0,0,0,"",0,3,2,4,4,4,3,4,2,1,1,1,3,4,1,4,3,4,4,4,3,3,4,4,2,4,1,3,3,4,2,4,4,4,3,4,1,2,4,4,2,4,4,4,4,3,4,4,2,2,4,4,1,2,4,4,4,1,4,3,4,4,4,3,3,2,4,1,2,4,4,4,1,4,4,4,4,2,4,4,4,1,4,4,4,3.39130434782609,3.34375,3.125,2.6,3.33333333333333,5,5,5,5,3,5,5,5,5,5,4.8,2,4,4,4,4,1,1,1,4,4,3,2,1,4,4,4,4,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1.35294117647059,4,0,0,0,2,4,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,2,4,4,1,1,1,2,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1.8,1.75,1,2.6,1,1,1,4,4,4,1,1,1,5,5,2.7,5,5,5,5,5,5,2,2,2,3,3.9,18,19,24,17,25,28,34,20,25,10,6,10,20
